Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Sial_aa_1 Spectral Count	Sial_aa_2 Spectral Count	Sial_aa_3 Spectral Count	rPAL_aa_1 Spectral Count	rPAL_aa_2 Spectral Count	rPAL_aa_3 Spectral Count	Sial_aa_1 Unique Spectral Count	Sial_aa_2 Unique Spectral Count	Sial_aa_3 Unique Spectral Count	rPAL_aa_1 Unique Spectral Count	rPAL_aa_2 Unique Spectral Count	rPAL_aa_3 Unique Spectral Count	Sial_aa_1 Total Spectral Count	Sial_aa_2 Total Spectral Count	Sial_aa_3 Total Spectral Count	rPAL_aa_1 Total Spectral Count	rPAL_aa_2 Total Spectral Count	rPAL_aa_3 Total Spectral Count	Sial_aa_1 Intensity	Sial_aa_2 Intensity	Sial_aa_3 Intensity	rPAL_aa_1 Intensity	rPAL_aa_2 Intensity	rPAL_aa_3 Intensity	Sial_aa_1 MaxLFQ Intensity	Sial_aa_2 MaxLFQ Intensity	Sial_aa_3 MaxLFQ Intensity	rPAL_aa_1 MaxLFQ Intensity	rPAL_aa_2 MaxLFQ Intensity	rPAL_aa_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q06265|EXOS9_HUMAN	Q06265	EXOS9_HUMAN	EXOSC9	439	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP45	1.0	0.999	4	19	19	19	4	3	3	3	4	2	4	3	3	3	4	2	4	3	3	3	4	2	91402.51	263915.72	173523.38	160301.67	226679.64	233887.16	54569.89	80888.26	70969.2	91690.71	119095.195	99143.34	
sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 1	1.0	0.999	9	26	26	26	4	2	3	3	14	0	4	2	3	3	14	0	4	2	3	3	14	0	308958.22	488263.06	365409.47	532576.7	928518.8	346672.7	292917.25	317150.56	240569.98	314921.47	629520.2	190101.84	
sp|Q06330|SUH_HUMAN	Q06330	SUH_HUMAN	RBPJ	500	Homo sapiens	1:Experimental evidence at protein level	Recombining binding protein suppressor of hairless	1.0	0.999	7	38	28	38	5	9	6	4	6	8	4	8	5	3	3	5	5	9	6	4	6	8	267860.03	349873.38	294198.84	257361.3	292557.66	295570.72	101783.02	114377.13	99520.59	90140.81	106313.41	103389.445	
sp|Q06413|MEF2C_HUMAN	Q06413	MEF2C_HUMAN	MEF2C	473	Homo sapiens	1:Experimental evidence at protein level	Myocyte-specific enhancer factor 2C	0.9907	0.999	3	16	4	16	2	2	4	1	4	3	1	0	1	0	2	0	2	2	4	1	4	3	37494.406	15816.236	34549.906	52043.652	65928.375	10407.237	20431.328	25540.11	19075.426	17035.246	19708.531	16805.639	
sp|Q06587|RING1_HUMAN	Q06587	RING1_HUMAN	RING1	406	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RING1	1.0	0.999	7	36	36	54	6	2	8	6	5	9	6	2	8	6	5	9	9	6	12	8	8	11	168588.11	176752.98	259999.02	166957.22	109799.31	228988.38	74709.8	84295.56	77066.66	67878.84	57355.477	74262.984	
sp|Q06787|FMR1_HUMAN	Q06787	FMR1_HUMAN	FMR1	632	Homo sapiens	1:Experimental evidence at protein level	Fragile X messenger ribonucleoprotein 1	1.0	0.999	20	143	124	156	20	28	23	25	21	26	17	26	21	22	17	21	23	30	25	27	23	28	865777.3	1041634.06	772155.5	1024705.56	1043151.1	968596.44	126007.49	121949.03	123537.67	120833.22	118540.39	127295.914	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.999	20	656	543	656	110	108	99	115	114	110	92	90	83	98	88	92	110	108	99	115	114	110	1.726041E7	1.977522E7	1.8141898E7	1.7015064E7	2.300883E7	1.5656405E7	2379466.0	2377316.5	2292930.5	2306100.8	2997893.5	2049315.5	
sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL18	1.0	0.999	12	181	181	181	33	25	23	37	28	35	33	25	23	37	28	35	33	25	23	37	28	35	6612457.0	6527661.5	5559795.5	7873604.5	6673334.0	7411577.0	3285327.5	2476018.8	2400481.0	3973196.5	2909689.0	3661985.5	
sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	Homo sapiens	1:Experimental evidence at protein level	Complement component 1 Q subcomponent-binding protein, mitochondrial	1.0	0.999	5	31	31	31	4	7	2	4	9	5	4	7	2	4	9	5	4	7	2	4	9	5	135804.86	212480.62	90170.266	237232.81	410917.7	248159.02	70343.516	88499.26	70038.5	74047.82	140413.52	89374.76	
sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	Homo sapiens	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1.0	0.999	20	255	200	255	49	41	49	35	34	47	37	33	38	26	28	38	49	41	49	35	34	47	5885400.5	4875140.0	5957729.0	4471456.0	4454850.5	5288751.0	1315591.2	1016480.3	1217858.8	968863.2	816517.6	1025286.2	
sp|Q07812|BAX_HUMAN	Q07812	BAX_HUMAN	BAX	192	Homo sapiens	1:Experimental evidence at protein level	Apoptosis regulator BAX	1.0	0.999	4	6	6	6	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	6	0	34708.99	28389.44	12382.184	86156.84	131262.22	7396.7876	20514.152	15347.388	22947.086	23033.914	40282.68	8438.118	
sp|Q07864|DPOE1_HUMAN	Q07864	DPOE1_HUMAN	POLE	2286	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase epsilon catalytic subunit A	1.0	0.999	6	24	24	24	2	6	2	8	3	3	2	6	2	8	3	3	2	6	2	8	3	3	101577.72	190024.69	100843.75	129573.9	112090.94	122430.71	43259.902	48311.688	40336.086	49526.344	43418.285	33994.93	
sp|Q07866|KLC1_HUMAN	Q07866	KLC1_HUMAN	KLC1	573	Homo sapiens	1:Experimental evidence at protein level	Kinesin light chain 1	1.0	0.999	8	40	33	40	6	4	5	5	12	8	4	2	5	5	11	6	6	4	5	5	12	8	297715.0	287157.34	248785.42	213001.77	368351.12	304734.28	90776.71	80934.53	94058.055	90154.77	110858.62	88799.63	
sp|Q07912|ACK1_HUMAN	Q07912	ACK1_HUMAN	TNK2	1038	Homo sapiens	1:Experimental evidence at protein level	Activated CDC42 kinase 1	0.9969	0.9988	2	5	5	5	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	19240.97	33343.453	0.0	22036.424	0.0	0.0	19240.97	0.0	0.0	22036.424	0.0	0.0	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	1.0	0.999	20	624	574	624	106	98	87	114	106	113	99	89	81	104	96	105	106	98	87	114	106	113	2.0733994E7	2.1536516E7	2.1007018E7	2.4049716E7	2.3896716E7	2.6478292E7	3437750.2	3089978.5	3007519.5	3539607.8	3284905.5	3666828.5	
sp|Q07960|RHG01_HUMAN	Q07960	RHG01_HUMAN	ARHGAP1	439	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 1	0.948	0.9988	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	7030.9204	19143.852	8043.5537	14301.521	24187.033	0.0	7030.9204	19143.852	8043.5537	14301.521	24187.033	0.0	
sp|Q08050|FOXM1_HUMAN	Q08050	FOXM1_HUMAN	FOXM1	763	Homo sapiens	1:Experimental evidence at protein level	Forkhead box protein M1	0.9997	0.999	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	22555.152	18676.812	0.0	34907.242	0.0	0.0	22555.152	18676.812	0.0	17514.035	
sp|Q08170|SRSF4_HUMAN	Q08170	SRSF4_HUMAN	SRSF4	494	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 4	1.0	0.999	18	193	193	326	35	22	29	41	34	32	35	22	29	41	34	32	54	47	49	59	61	56	2403303.2	1789659.2	1651028.9	2675912.5	1794939.5	2144165.8	455269.75	331030.47	304075.84	464081.6	316212.78	375433.97	
sp|Q08188|TGM3_HUMAN	Q08188	TGM3_HUMAN	TGM3	693	Homo sapiens	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase E	1.0	0.999	12	77	77	77	11	14	12	13	12	15	11	14	12	13	12	15	11	14	12	13	12	15	641367.75	811401.44	605260.56	539184.8	683593.75	648636.8	163005.36	189849.36	146073.14	145994.5	154686.8	149859.52	
sp|Q08209|PP2BA_HUMAN	Q08209	PP2BA_HUMAN	PPP3CA	521	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 3 catalytic subunit alpha	1.0	0.999	6	15	7	15	1	1	2	5	5	1	0	0	0	4	3	0	1	1	2	5	5	1	153594.05	78509.56	69341.91	189640.97	208340.47	45778.93	60086.69	46576.43	44321.785	49085.55	68511.32	28701.225	
sp|Q08211|DHX9_HUMAN	Q08211	DHX9_HUMAN	DHX9	1270	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase A	1.0	0.999	60	1276	1276	1276	218	222	223	197	178	238	218	222	223	197	178	238	218	222	223	197	178	238	2.75566E7	3.1529952E7	3.2485424E7	2.3124818E7	2.473785E7	2.8280902E7	2695190.5	2826360.0	2992293.0	2130997.8	2064706.0	2495458.2	
sp|Q08257|QOR_HUMAN	Q08257	QOR_HUMAN	CRYZ	329	Homo sapiens	1:Experimental evidence at protein level	Zeta-crystallin	0.9577	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	15585.068	0.0	13254.765	22093.492	7007.2373	0.0	15585.068	0.0	13254.765	22093.492	7007.2373	
sp|Q08378|GOGA3_HUMAN	Q08378	GOGA3_HUMAN	GOLGA3	1498	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 3	1.0	0.999	12	26	26	26	4	4	1	4	10	3	4	4	1	4	10	3	4	4	1	4	10	3	193254.05	525518.0	468365.97	399241.84	582865.44	499553.6	200590.28	211539.72	198455.66	202825.36	206395.64	190950.22	
sp|Q08379|GOGA2_HUMAN	Q08379	GOGA2_HUMAN	GOLGA2	1002	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 2	1.0	0.999	24	136	136	136	17	20	19	24	23	33	17	20	19	24	23	33	17	20	19	24	23	33	905509.44	1010143.2	856607.94	884666.94	899112.0	921993.5	134889.95	138393.64	141166.23	135062.02	125224.45	139627.69	
sp|Q08554|DSC1_HUMAN	Q08554	DSC1_HUMAN	DSC1	894	Homo sapiens	1:Experimental evidence at protein level	Desmocollin-1	1.0	0.999	6	70	70	70	13	15	9	10	11	12	13	15	9	10	11	12	13	15	9	10	11	12	518263.12	548129.44	437392.75	384467.5	342432.62	471968.78	190339.52	191884.69	149853.17	142617.8	125755.805	184075.19	
sp|Q08945|SSRP1_HUMAN	Q08945	SSRP1_HUMAN	SSRP1	709	Homo sapiens	1:Experimental evidence at protein level	FACT complex subunit SSRP1	1.0	0.999	18	102	102	102	11	15	17	21	22	16	11	15	17	21	22	16	11	15	17	21	22	16	506215.88	609916.94	784133.6	671001.7	945286.4	763147.56	130433.4	120021.55	134874.31	141446.33	174217.2	147631.78	
sp|Q08AM6|VAC14_HUMAN	Q08AM6	VAC14_HUMAN	VAC14	782	Homo sapiens	1:Experimental evidence at protein level	Protein VAC14 homolog	0.9569	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	16481.656	15332.585	15497.879	15150.577	34013.164	10622.3	16481.656	15332.585	15497.879	15150.577	34013.164	10622.3	
sp|Q08J23|NSUN2_HUMAN	Q08J23	NSUN2_HUMAN	NSUN2	767	Homo sapiens	1:Experimental evidence at protein level	RNA cytosine C(5)-methyltransferase NSUN2	1.0	0.999	26	242	242	242	37	45	40	43	35	42	37	45	40	43	35	42	37	45	40	43	35	42	3112056.0	2993672.8	3160265.5	2447320.8	2483533.5	2875239.5	647754.56	629815.0	665634.8	532462.5	507877.6	553607.9	
sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	Homo sapiens	1:Experimental evidence at protein level	Histone-binding protein RBBP4	1.0	0.999	13	250	119	250	42	38	38	43	50	39	20	16	14	22	26	21	42	38	38	43	50	39	5198087.5	5748198.5	5894251.5	5897551.0	6560617.0	6103267.0	1663186.5	1779561.1	1829828.1	1834341.0	2016285.4	1836856.8	
sp|Q09161|NCBP1_HUMAN	Q09161	NCBP1_HUMAN	NCBP1	790	Homo sapiens	1:Experimental evidence at protein level	Nuclear cap-binding protein subunit 1	1.0	0.999	10	74	74	74	11	13	12	13	14	11	11	13	12	13	14	11	11	13	12	13	14	11	659598.75	767709.9	830650.1	860217.2	1052226.1	1017002.5	244648.11	249207.97	257852.56	251528.14	291175.03	307002.47	
sp|Q0P6D6|CCD15_HUMAN	Q0P6D6	CCD15_HUMAN	CCDC15	951	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 15	0.9557	0.999	1	5	5	5	3	0	2	0	0	0	3	0	2	0	0	0	3	0	2	0	0	0	21788.22	19072.059	21283.45	10011.87	7998.171	6047.1494	21788.22	19072.059	21283.45	10011.87	7998.171	6047.1494	
sp|Q0VD83|APOBR_HUMAN	Q0VD83	APOBR_HUMAN	APOBR	1097	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein B receptor	0.9577	0.999	1	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	19281.246	29917.615	19710.848	12476.347	13839.386	15315.542	19281.246	29917.615	19710.848	12476.347	13839.386	15315.542	
sp|Q0VDF9|HSP7E_HUMAN	Q0VDF9	HSP7E_HUMAN	HSPA14	509	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 14	1.0	0.999	5	24	24	24	5	2	7	1	6	3	5	2	7	1	6	3	5	2	7	1	6	3	153905.33	124099.21	138517.31	75181.37	151620.4	127875.766	64367.227	48557.715	53049.47	54726.047	58660.125	47263.973	
sp|Q10469|MGAT2_HUMAN	Q10469	MGAT2_HUMAN	MGAT2	447	Homo sapiens	1:Experimental evidence at protein level	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	0.9369	0.9985	1	4	4	4	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	21424.848	12142.297	12155.105	18809.623	0.0	0.0	21424.848	12142.297	12155.105	18809.623	0.0	0.0	
sp|Q10471|GALT2_HUMAN	Q10471	GALT2_HUMAN	GALNT2	571	Homo sapiens	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 2	0.9577	0.999	1	4	4	4	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	30931.889	33783.06	0.0	36074.664	42815.645	0.0	30931.889	33783.06	0.0	36074.664	42815.645	0.0	
sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	Homo sapiens	1:Experimental evidence at protein level	AP-1 complex subunit beta-1	1.0	0.999	32	130	130	514	11	15	17	26	31	30	11	15	17	26	31	30	67	76	75	93	107	96	486098.12	1046610.3	903703.94	1386516.0	1776584.5	1376880.8	141497.34	164592.67	146985.36	215631.53	256785.97	205157.38	
sp|Q10570|CPSF1_HUMAN	Q10570	CPSF1_HUMAN	CPSF1	1443	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 1	1.0	0.999	39	326	318	326	55	51	59	55	49	57	54	50	58	54	46	56	55	51	59	55	49	57	7514668.0	3293466.2	3530428.0	3225821.8	3320595.8	3450401.8	742896.5	802421.6	826950.44	775625.2	743436.4	821483.94	
sp|Q10589|BST2_HUMAN	Q10589	BST2_HUMAN	BST2	180	Homo sapiens	1:Experimental evidence at protein level	Bone marrow stromal antigen 2	0.9999	0.999	2	16	16	16	2	2	3	3	3	3	2	2	3	3	3	3	2	2	3	3	3	3	161295.81	143374.73	150471.48	182118.56	215088.33	204241.53	106801.164	96306.695	100756.72	123706.836	137179.27	143682.89	
sp|Q10713|MPPA_HUMAN	Q10713	MPPA_HUMAN	PMPCA	525	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial-processing peptidase subunit alpha	0.9985	0.999	1	4	4	4	0	1	0	0	3	0	0	1	0	0	3	0	0	1	0	0	3	0	20371.328	25786.264	24527.688	19345.99	70075.3	22665.805	20371.328	25786.264	24527.688	19345.99	41246.254	22665.805	
sp|Q11206|SIA4C_HUMAN	Q11206	SIA4C_HUMAN	ST3GAL4	333	Homo sapiens	1:Experimental evidence at protein level	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	0.9982	0.9989	2	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0.0	15568.804	0.0	15242.276	14602.835	0.0	0.0	15568.804	0.0	15242.276	0.0	0.0	
sp|Q12768|WASC5_HUMAN	Q12768	WASC5_HUMAN	WASHC5	1159	Homo sapiens	1:Experimental evidence at protein level	WASH complex subunit 5	0.9999	0.999	2	6	6	6	1	0	1	1	3	0	1	0	1	1	3	0	1	0	1	1	3	0	37267.918	10854.584	26452.75	23109.943	26056.54	0.0	23133.879	10854.584	17262.807	15439.375	17529.246	0.0	
sp|Q12769|NU160_HUMAN	Q12769	NU160_HUMAN	NUP160	1436	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup160	0.9552	0.9989	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	36102.28	37374.35	32745.328	9254.42	0.0	0.0	36102.28	37374.35	32745.328	9254.42	
sp|Q12788|TBL3_HUMAN	Q12788	TBL3_HUMAN	TBL3	808	Homo sapiens	1:Experimental evidence at protein level	Transducin beta-like protein 3	1.0	0.999	6	13	13	13	1	3	2	0	6	1	1	3	2	0	6	1	1	3	2	0	6	1	109448.36	478258.25	361566.34	142859.03	406799.94	66524.54	66403.96	106139.01	120605.67	110863.914	165410.06	127102.125	
sp|Q12789|TF3C1_HUMAN	Q12789	TF3C1_HUMAN	GTF3C1	2109	Homo sapiens	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 1	1.0	0.999	66	570	570	570	90	112	95	101	81	91	90	112	95	101	81	91	90	112	95	101	81	91	4256669.0	5174483.0	4800250.5	4655201.5	3853421.5	4292396.0	314615.66	330504.7	330428.47	310555.2	241571.72	293012.88	
sp|Q12792|TWF1_HUMAN	Q12792	TWF1_HUMAN	TWF1	350	Homo sapiens	1:Experimental evidence at protein level	Twinfilin-1	0.9999	0.999	2	8	8	8	2	0	0	2	2	2	2	0	0	2	2	2	2	0	0	2	2	2	51203.445	46230.215	0.0	41156.168	50494.992	39635.17	29863.73	27211.293	0.0	22753.283	29062.508	23357.926	
sp|Q12797|ASPH_HUMAN	Q12797	ASPH_HUMAN	ASPH	758	Homo sapiens	1:Experimental evidence at protein level	Aspartyl/asparaginyl beta-hydroxylase	1.0	0.999	38	598	598	598	90	109	103	90	90	116	90	109	103	90	90	116	90	109	103	90	90	116	1.0139831E7	1.2821025E7	1.103707E7	1.1945319E7	1.0581778E7	1.150308E7	1009634.8	1102473.4	1017378.25	1059079.9	873322.7	985635.44	
sp|Q12800|TFCP2_HUMAN	Q12800	TFCP2_HUMAN	TFCP2	502	Homo sapiens	1:Experimental evidence at protein level	Alpha-globin transcription factor CP2	1.0	0.999	3	13	9	13	4	0	1	4	4	0	3	0	1	2	3	0	4	0	1	4	4	0	77379.31	53290.832	34283.26	79483.266	129176.07	37474.996	25714.96	37181.324	36749.387	36971.773	41274.8	40171.656	
sp|Q12802|AKP13_HUMAN	Q12802	AKP13_HUMAN	AKAP13	2813	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 13	1.0	0.999	26	183	183	183	32	26	33	33	24	35	32	26	33	33	24	35	32	26	33	33	24	35	822060.8	943541.2	972177.44	1014558.94	931149.1	768246.4	120968.75	143155.25	133135.47	130579.96	136224.66	116620.24	
sp|Q12824|SNF5_HUMAN	Q12824	SNF5_HUMAN	SMARCB1	385	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	1.0	0.999	14	103	103	103	11	17	19	21	17	18	11	17	19	21	17	18	11	17	19	21	17	18	940385.0	1003574.06	1022367.4	1251887.6	1285834.5	1174886.6	379966.2	377018.38	410837.06	448354.16	472533.78	433306.3	
sp|Q12830|BPTF_HUMAN	Q12830	BPTF_HUMAN	BPTF	3046	Homo sapiens	1:Experimental evidence at protein level	Nucleosome-remodeling factor subunit BPTF	1.0	0.999	60	393	393	393	51	75	50	78	67	72	51	75	50	78	67	72	51	75	50	78	67	72	2558934.0	2917833.8	2664350.8	3542882.0	2821328.0	2967962.0	199165.36	202632.95	189389.42	234240.84	189940.17	210393.72	
sp|Q12834|CDC20_HUMAN	Q12834	CDC20_HUMAN	CDC20	499	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle protein 20 homolog	1.0	0.999	5	24	24	24	3	4	3	4	6	4	3	4	3	4	6	4	3	4	3	4	6	4	165199.38	151181.89	198831.81	158178.88	178970.62	145526.67	70836.92	62110.766	64864.44	68067.25	58612.27	58862.836	
sp|Q12849|GRSF1_HUMAN	Q12849	GRSF1_HUMAN	GRSF1	480	Homo sapiens	1:Experimental evidence at protein level	G-rich sequence factor 1	1.0	0.999	19	229	229	229	44	41	42	31	32	39	44	41	42	31	32	39	44	41	42	31	32	39	2139758.5	2040694.6	2194190.5	1566933.0	1518789.5	1499657.2	316860.72	311026.22	343621.56	228205.38	231608.27	257035.94	
sp|Q12851|M4K2_HUMAN	Q12851	M4K2_HUMAN	MAP4K2	820	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase kinase 2	1.0	0.999	7	32	32	32	7	8	3	3	7	4	7	8	3	3	7	4	7	8	3	3	7	4	204117.53	222060.4	230959.88	264560.03	203362.14	151570.77	65007.332	63533.324	77992.64	66850.26	72038.38	63828.87	
sp|Q12872|SFSWA_HUMAN	Q12872	SFSWA_HUMAN	SFSWAP	951	Homo sapiens	1:Experimental evidence at protein level	Splicing factor, suppressor of white-apricot homolog	1.0	0.999	35	370	370	370	64	67	58	67	57	57	64	67	58	67	57	57	64	67	58	67	57	57	4556519.0	5098365.5	4707476.5	5557432.5	4995002.0	5128328.5	527027.44	542074.56	525270.4	626978.56	519124.84	610065.5	
sp|Q12873|CHD3_HUMAN	Q12873	CHD3_HUMAN	CHD3	2000	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD3	1.0	0.999	49	231	203	417	30	34	37	50	33	47	27	29	33	44	29	41	60	70	69	79	63	76	1687131.4	2097753.5	2001963.8	2250767.0	1609590.2	2063919.1	160831.06	186015.6	177514.6	197336.25	150466.95	192991.38	
sp|Q12874|SF3A3_HUMAN	Q12874	SF3A3_HUMAN	SF3A3	501	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3A subunit 3	1.0	0.999	18	165	165	165	25	22	18	32	36	32	25	22	18	32	36	32	25	22	18	32	36	32	1312359.4	1396261.5	1336617.8	1467701.8	2079697.9	1486317.8	195000.53	201213.78	210210.5	222369.34	263659.44	221140.11	
sp|Q12888|TP53B_HUMAN	Q12888	TP53B_HUMAN	TP53BP1	1972	Homo sapiens	1:Experimental evidence at protein level	TP53-binding protein 1	1.0	0.999	5	14	14	14	2	0	4	5	2	1	2	0	4	5	2	1	2	0	4	5	2	1	81505.51	9218.242	60222.758	72355.414	97508.05	57659.117	36091.066	31320.291	35033.902	43963.395	53853.76	34367.605	
sp|Q12894|IFRD2_HUMAN	Q12894	IFRD2_HUMAN	IFRD2	442	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 2	0.9999	0.999	2	16	16	16	2	2	3	3	2	4	2	2	3	3	2	4	2	2	3	3	2	4	134036.53	155419.81	150575.23	156230.88	176666.77	141811.62	68836.734	79401.92	77294.29	80227.445	90724.22	72829.85	
sp|Q12899|TRI26_HUMAN	Q12899	TRI26_HUMAN	TRIM26	539	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 26	1.0	0.999	3	5	5	5	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0	3	1	1	217759.25	102795.73	153885.0	149677.02	226771.75	91024.34	146402.36	90482.734	135452.48	119920.914	140872.6	186847.02	
sp|Q12904|AIMP1_HUMAN	Q12904	AIMP1_HUMAN	AIMP1	312	Homo sapiens	1:Experimental evidence at protein level	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	1.0	0.999	16	319	319	319	62	75	57	40	36	49	62	75	57	40	36	49	62	75	57	40	36	49	6249342.0	8000812.0	7525296.5	3332592.5	2773041.0	2873613.5	1611822.6	1823051.0	1727078.2	802710.1	630184.94	655697.9	
sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2	1.0	0.999	26	574	574	574	99	116	106	79	72	102	99	116	106	79	72	102	99	116	106	79	72	102	1.557037E7	1.8500276E7	1.8647884E7	1.2953541E7	1.3682869E7	1.463836E7	3678198.5	3612344.5	3935551.2	2654183.8	2517629.5	3208359.2	
sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3	1.0	0.999	52	1197	1081	1197	248	209	216	175	164	185	223	190	192	162	145	169	248	209	216	175	164	185	3.2728338E7	3.3844664E7	3.2436884E7	2.4842962E7	2.412838E7	2.6417194E7	3635959.2	3318666.2	3729289.0	2579780.2	2153744.2	2560960.0	
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	0.9577	0.999	1	3	3	3	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0.0	20073.873	19933.59	29411.506	43908.156	0.0	0.0	20073.873	19933.59	29411.506	43908.156	0.0	
sp|Q12926|ELAV2_HUMAN	Q12926	ELAV2_HUMAN	ELAVL2	359	Homo sapiens	1:Experimental evidence at protein level	ELAV-like protein 2	1.0	0.999	17	115	69	125	11	19	19	25	18	23	6	8	13	16	10	16	11	21	24	26	20	23	1384857.1	1426457.0	1548977.4	1629514.9	1660128.8	1580845.0	274342.34	286173.84	278112.53	294322.16	267979.78	305563.72	
sp|Q12931|TRAP1_HUMAN	Q12931	TRAP1_HUMAN	TRAP1	704	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein 75 kDa, mitochondrial	1.0	0.999	10	31	31	43	4	6	3	3	14	1	4	6	3	3	14	1	6	9	4	5	17	2	142068.84	151609.45	101244.766	144883.1	328315.88	86275.78	43079.742	50908.4	36925.914	44932.242	93298.09	27097.178	
sp|Q12933|TRAF2_HUMAN	Q12933	TRAF2_HUMAN	TRAF2	501	Homo sapiens	1:Experimental evidence at protein level	TNF receptor-associated factor 2	1.0	0.999	4	14	14	14	3	3	2	2	2	2	3	3	2	2	2	2	3	3	2	2	2	2	47539.777	110970.42	107496.39	51081.65	95275.66	55400.855	43956.79	53622.367	39215.773	24229.314	56911.66	19887.855	
