Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UL_1 Spectral Count	UL_2 Spectral Count	UL_3 Spectral Count	rGAL_1 Spectral Count	rGAL_2 Spectral Count	rGAL_3 Spectral Count	UL_1 Unique Spectral Count	UL_2 Unique Spectral Count	UL_3 Unique Spectral Count	rGAL_1 Unique Spectral Count	rGAL_2 Unique Spectral Count	rGAL_3 Unique Spectral Count	UL_1 Total Spectral Count	UL_2 Total Spectral Count	UL_3 Total Spectral Count	rGAL_1 Total Spectral Count	rGAL_2 Total Spectral Count	rGAL_3 Total Spectral Count	UL_1 Intensity	UL_2 Intensity	UL_3 Intensity	rGAL_1 Intensity	rGAL_2 Intensity	rGAL_3 Intensity	UL_1 MaxLFQ Intensity	UL_2 MaxLFQ Intensity	UL_3 MaxLFQ Intensity	rGAL_1 MaxLFQ Intensity	rGAL_2 MaxLFQ Intensity	rGAL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5D862|FILA2_HUMAN	Q5D862	FILA2_HUMAN	FLG2	2391	Homo sapiens	1:Experimental evidence at protein level	Filaggrin-2	1.0	0.999	7	38	38	38	3	6	7	5	8	9	3	6	7	5	8	9	3	6	7	5	8	9	40473.777	45660.645	102186.984	67031.734	95077.86	61822.855	23058.34	26427.586	35359.004	23417.938	30280.357	24302.82	
sp|Q5SSJ5|HP1B3_HUMAN	Q5SSJ5	HP1B3_HUMAN	HP1BP3	553	Homo sapiens	1:Experimental evidence at protein level	Heterochromatin protein 1-binding protein 3	1.0	0.999	6	30	30	30	7	2	4	4	5	8	7	2	4	4	5	8	7	2	4	4	5	8	267759.47	126618.8	170769.6	166490.11	156656.56	298655.47	151778.17	99570.46	112376.73	108031.63	125505.04	131460.58	
sp|Q5T3I0|GPTC4_HUMAN	Q5T3I0	GPTC4_HUMAN	GPATCH4	446	Homo sapiens	1:Experimental evidence at protein level	G patch domain-containing protein 4	0.7742	0.9848	1	5	5	5	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0.0	22003.914	12692.914	16482.166	13153.866	11020.303	0.0	22003.914	12692.914	16482.166	13153.866	11020.303	
sp|Q5T749|KPRP_HUMAN	Q5T749	KPRP_HUMAN	KPRP	579	Homo sapiens	1:Experimental evidence at protein level	Keratinocyte proline-rich protein	1.0	0.9973	3	17	17	17	4	2	8	0	1	2	4	2	8	0	1	2	4	2	8	0	1	2	142404.52	65297.22	171460.1	0.0	43669.465	96025.45	54473.766	70290.37	71042.94	0.0	47008.78	48123.586	
sp|Q5T9A4|ATD3B_HUMAN	Q5T9A4	ATD3B_HUMAN	ATAD3B	648	Homo sapiens	1:Experimental evidence at protein level	ATPase family AAA domain-containing protein 3B	0.9993	0.9959	2	9	0	9	2	1	1	2	1	2	0	0	0	0	0	0	2	1	1	2	1	2	15217.157	57855.227	12647.827	23844.303	14493.308	18918.273	15217.157	57855.227	12647.827	23844.303	14493.308	11762.156	
sp|Q5XKE5|K2C79_HUMAN	Q5XKE5	K2C79_HUMAN	KRT79	535	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 79	1.0	0.9848	11	7	7	120	0	3	2	0	2	0	0	3	2	0	2	0	15	19	28	20	16	22	0.0	49987.996	43114.945	0.0	27142.645	0.0	0.0	35109.48	28112.264	0.0	17969.615	0.0	
sp|Q6I9Y2|THOC7_HUMAN	Q6I9Y2	THOC7_HUMAN	THOC7	204	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 7	1.0	0.9979	3	10	10	10	1	2	3	2	1	1	1	2	3	2	1	1	1	2	3	2	1	1	27435.021	33953.13	47419.07	29834.965	7951.1973	25450.697	27435.021	33953.13	30756.096	29834.965	0.0	25450.697	
sp|Q6KB66|K2C80_HUMAN	Q6KB66	K2C80_HUMAN	KRT80	452	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 80	1.0	0.9989	8	35	35	55	4	5	6	7	7	6	4	5	6	7	7	6	9	8	10	9	9	10	103876.87	170888.06	239523.7	115988.7	161127.56	83287.69	44566.95	65541.8	63508.05	42571.59	47301.58	46602.45	
sp|Q6P1L8|RM14_HUMAN	Q6P1L8	RM14_HUMAN	MRPL14	145	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14m	0.577	0.9626	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	19265.25	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P4A8|LYLAP_HUMAN	Q6P4A8	LYLAP_HUMAN	PLBD1	553	Homo sapiens	1:Experimental evidence at protein level	Lysosomal leucine aminopeptidase	0.7343	0.9812	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	16082.374	0.0	0.0	0.0	6060.2793	0.0	16082.374	0.0	0.0	0.0	6060.2793	
sp|Q6P4R8|NFRKB_HUMAN	Q6P4R8	NFRKB_HUMAN	NFRKB	1299	Homo sapiens	1:Experimental evidence at protein level	Nuclear factor related to kappa-B-binding protein	1.0	0.999	4	16	16	16	6	0	4	0	2	4	6	0	4	0	2	4	6	0	4	0	2	4	73993.25	0.0	37903.758	0.0	9102.296	47529.984	19377.146	0.0	16954.352	0.0	20603.896	27063.68	
sp|Q6PCB5|RSBNL_HUMAN	Q6PCB5	RSBNL_HUMAN	RSBN1L	846	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific demethylase RSBN1L	1.0	0.999	4	29	29	29	3	5	9	5	4	3	3	5	9	5	4	3	3	5	9	5	4	3	109148.81	113505.67	139456.14	88988.94	71537.29	94893.56	75334.41	68186.0	66842.48	50239.707	56428.58	54162.914	
sp|Q6PI98|IN80C_HUMAN	Q6PI98	IN80C_HUMAN	INO80C	192	Homo sapiens	1:Experimental evidence at protein level	INO80 complex subunit C	0.9814	0.999	1	8	8	8	1	3	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	94342.234	106118.164	86766.68	119499.37	120489.305	94629.195	94342.234	106118.164	86766.68	119499.37	120489.305	94629.195	
sp|Q6Y7W6|GGYF2_HUMAN	Q6Y7W6	GGYF2_HUMAN	GIGYF2	1299	Homo sapiens	1:Experimental evidence at protein level	GRB10-interacting GYF protein 2	0.98	0.9989	1	8	8	8	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	29248.88	23520.51	24519.7	23585.32	34284.64	24519.686	29248.88	23520.51	24519.7	23585.32	34284.64	24519.686	
sp|Q6ZNB6|NFXL1_HUMAN	Q6ZNB6	NFXL1_HUMAN	NFXL1	911	Homo sapiens	1:Experimental evidence at protein level	NF-X1-type zinc finger protein NFXL1	0.5518	0.9587	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	35056.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6ZVX7|FBX50_HUMAN	Q6ZVX7	FBX50_HUMAN	NCCRP1	275	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 50	1.0	0.999	2	5	5	5	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1	0	0	2	31184.49	44193.74	50991.73	0.0	0.0	60650.957	41647.543	59021.67	68100.53	0.0	0.0	19372.574	
sp|Q7KZF4|SND1_HUMAN	Q7KZF4	SND1_HUMAN	SND1	910	Homo sapiens	1:Experimental evidence at protein level	Staphylococcal nuclease domain-containing protein 1	0.9998	0.999	1	5	5	5	1	0	0	3	1	0	1	0	0	3	1	0	1	0	0	3	1	0	50257.3	0.0	0.0	91447.195	57139.062	0.0	50257.3	0.0	0.0	91447.195	57139.062	0.0	
sp|Q7L0Y3|TM10C_HUMAN	Q7L0Y3	TM10C_HUMAN	TRMT10C	403	Homo sapiens	1:Experimental evidence at protein level	tRNA methyltransferase 10 homolog C	1.0	0.9988	5	5	5	5	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	3268.675	43293.53	0.0	0.0	0.0	29276.746	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7L2H7|EIF3M_HUMAN	Q7L2H7	EIF3M_HUMAN	EIF3M	374	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit M	0.9815	0.999	1	8	8	8	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	63076.03	42643.82	47009.1	68001.484	62688.54	52227.156	63076.03	42643.82	47009.1	68001.484	62688.54	52227.156	
sp|Q7Z794|K2C1B_HUMAN	Q7Z794	K2C1B_HUMAN	KRT77	578	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1b	1.0	0.9989	14	66	66	146	11	7	23	8	11	6	11	7	23	8	11	6	22	16	45	22	21	20	319326.8	502474.72	798824.3	298340.97	452948.72	317316.06	167915.39	191161.42	288175.28	150853.22	220480.38	163793.11	
sp|Q7Z7C8|TAF8_HUMAN	Q7Z7C8	TAF8_HUMAN	TAF8	310	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 8	0.9814	0.999	1	11	11	11	3	1	1	4	1	1	3	1	1	4	1	1	3	1	1	4	1	1	42308.56	62755.066	44286.543	53567.574	44170.63	36119.863	42308.56	62755.066	44286.543	53567.574	44170.63	36119.863	
sp|Q86U86|PB1_HUMAN	Q86U86	PB1_HUMAN	PBRM1	1689	Homo sapiens	1:Experimental evidence at protein level	Protein polybromo-1	0.9988	0.9818	2	3	3	3	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	59200.688	0.0	0.0	0.0	0.0	48353.617	51554.824	0.0	0.0	0.0	0.0	48353.617	
sp|Q86UE4|LYRIC_HUMAN	Q86UE4	LYRIC_HUMAN	MTDH	582	Homo sapiens	1:Experimental evidence at protein level	Protein LYRIC	1.0	0.999	15	189	189	189	30	30	27	29	29	44	30	30	27	29	29	44	30	30	27	29	29	44	1834950.0	1894441.5	1567949.4	1795425.2	1800610.6	1975670.6	650427.56	769099.9	638228.1	679164.6	716813.75	802085.4	
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	Homo sapiens	1:Experimental evidence at protein level	Kinectin	1.0	0.999	41	229	229	229	38	18	37	33	45	58	38	18	37	33	45	58	38	18	37	33	45	58	857942.44	530181.4	994952.9	802795.9	1079971.0	1270349.5	163133.2	148944.38	162836.81	167095.75	196633.88	182957.4	
sp|Q86UW6|N4BP2_HUMAN	Q86UW6	N4BP2_HUMAN	N4BP2	1770	Homo sapiens	1:Experimental evidence at protein level	NEDD4-binding protein 2	0.8364	0.9897	1	10	10	10	3	4	2	1	0	0	3	4	2	1	0	0	3	4	2	1	0	0	13576.842	13891.704	15696.35	12609.235	0.0	0.0	13576.842	13891.704	15696.35	12609.235	0.0	0.0	
sp|Q86UX7|URP2_HUMAN	Q86UX7	URP2_HUMAN	FERMT3	667	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 3	0.9798	0.9989	1	4	4	4	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	3	0.0	13864.524	0.0	0.0	0.0	16116.227	0.0	13864.524	0.0	0.0	0.0	16116.227	
sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4_HUMAN	ALYREF	257	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 4	1.0	0.999	4	15	15	15	2	0	0	1	6	6	2	0	0	1	6	6	2	0	0	1	6	6	0.0	0.0	0.0	27889.676	115209.7	90215.93	0.0	0.0	0.0	34379.387	38707.652	56178.242	
sp|Q86W42|THOC6_HUMAN	Q86W42	THOC6_HUMAN	THOC6	341	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 6	1.0	0.999	3	30	30	30	4	5	8	4	4	5	4	5	8	4	4	5	4	5	8	4	4	5	133769.23	157276.19	163939.61	112595.49	93591.97	159571.06	71099.78	82184.336	86637.914	72559.4	64238.613	73795.52	
sp|Q86WX3|AROS_HUMAN	Q86WX3	AROS_HUMAN	RPS19BP1	136	Homo sapiens	1:Experimental evidence at protein level	Active regulator of SIRT1	0.9377	0.9965	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	44978.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86YP4|P66A_HUMAN	Q86YP4	P66A_HUMAN	GATAD2A	633	Homo sapiens	1:Experimental evidence at protein level	Transcriptional repressor p66-alpha	0.8306	0.9893	1	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	0.0	14015.355	0.0	20779.35	0.0	0.0	0.0	14015.355	0.0	20779.35	sp|Q8WXI9|P66B_HUMAN
sp|Q86YS7|C2CD5_HUMAN	Q86YS7	C2CD5_HUMAN	C2CD5	1000	Homo sapiens	1:Experimental evidence at protein level	C2 domain-containing protein 5	0.7235	0.9801	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	13499.986	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86YZ3|HORN_HUMAN	Q86YZ3	HORN_HUMAN	HRNR	2850	Homo sapiens	1:Experimental evidence at protein level	Hornerin	1.0	0.999	23	170	170	170	41	31	29	21	23	25	41	31	29	21	23	25	41	31	29	21	23	25	793981.3	872949.1	874888.3	307335.62	424089.2	361920.78	267179.22	341235.84	358653.34	167219.25	196737.77	140565.3	
sp|Q8IWV8|UBR2_HUMAN	Q8IWV8	UBR2_HUMAN	UBR2	1755	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase UBR2	0.7364	0.9814	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	23940.785	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IWZ3|ANKH1_HUMAN	Q8IWZ3	ANKH1_HUMAN	ANKHD1	2542	Homo sapiens	1:Experimental evidence at protein level	Ankyrin repeat and KH domain-containing protein 1	0.9579	0.9512	3	4	4	25	1	0	1	1	1	0	1	0	1	1	1	0	5	2	4	3	4	7	15049.066	0.0	32895.883	12632.229	11201.139	0.0	15049.066	0.0	32895.883	12632.229	11201.139	0.0	
sp|Q8IY37|DHX37_HUMAN	Q8IY37	DHX37_HUMAN	DHX37	1157	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DHX37	1.0	0.9839	2	4	4	4	0	0	2	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0.0	0.0	25396.719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N1N4|K2C78_HUMAN	Q8N1N4	K2C78_HUMAN	KRT78	520	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 78	1.0	0.999	11	51	51	62	5	12	15	4	7	8	5	12	15	4	7	8	5	13	18	6	8	12	231548.17	386865.75	509310.4	160871.52	247271.12	319202.84	90238.28	124453.6	118843.945	72824.28	80694.76	101723.98	
sp|Q8NCA5|FA98A_HUMAN	Q8NCA5	FA98A_HUMAN	FAM98A	518	Homo sapiens	1:Experimental evidence at protein level	Protein FAM98A	0.9808	0.999	1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	20427.91	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8ND56|LS14A_HUMAN	Q8ND56	LS14A_HUMAN	LSM14A	463	Homo sapiens	1:Experimental evidence at protein level	Protein LSM14 homolog A	0.9956	0.9487	2	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	0.0	40502.57	59791.25	0.0	0.0	0.0	0.0	40502.57	47181.99	
sp|Q8NE71|ABCF1_HUMAN	Q8NE71	ABCF1_HUMAN	ABCF1	845	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 1	1.0	0.999	22	192	188	192	36	22	33	28	31	42	36	21	31	28	31	41	36	22	33	28	31	42	1582305.9	1352704.1	1394776.2	1451152.9	1274904.5	1853145.4	327347.34	284550.03	289366.7	345556.78	272595.06	340389.28	
sp|Q8NHQ9|DDX55_HUMAN	Q8NHQ9	DDX55_HUMAN	DDX55	600	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX55	0.9998	0.999	1	5	5	5	2	1	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	20018.389	19656.717	15715.221	0.0	0.0	16441.582	20018.389	19656.717	15715.221	0.0	0.0	16441.582	
sp|Q8NI27|THOC2_HUMAN	Q8NI27	THOC2_HUMAN	THOC2	1593	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 2	1.0	0.9989	4	23	23	23	2	4	3	4	5	5	2	4	3	4	5	5	2	4	3	4	5	5	62501.875	74033.13	109288.19	88470.734	76547.5	116167.08	44721.85	38988.94	41222.94	34477.848	32334.924	37194.633	
sp|Q8TA86|RP9_HUMAN	Q8TA86	RP9_HUMAN	RP9	221	Homo sapiens	1:Experimental evidence at protein level	Retinitis pigmentosa 9 protein	0.9553	0.9975	1	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0.0	0.0	25640.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TBX8|PI42C_HUMAN	Q8TBX8	PI42C_HUMAN	PIP4K2C	421	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	1.0	0.999	4	33	33	33	8	3	1	4	2	15	8	3	1	4	2	15	8	3	1	4	2	15	148379.11	45616.188	32012.912	72877.19	37037.375	141449.03	35828.15	35397.6	32163.145	38882.355	37211.188	41686.05	
sp|Q8TCJ2|STT3B_HUMAN	Q8TCJ2	STT3B_HUMAN	STT3B	826	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	1.0	0.999	5	37	37	37	8	4	6	6	3	10	8	4	6	6	3	10	8	4	6	6	3	10	171964.61	90283.77	137073.22	97091.08	59985.652	68406.88	73672.945	41873.617	41962.69	49059.707	33282.387	37819.797	
sp|Q8TF42|UBS3B_HUMAN	Q8TF42	UBS3B_HUMAN	UBASH3B	649	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-associated and SH3 domain-containing protein B	0.8743	0.9924	1	5	5	5	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	34915.035	32906.29	0.0	0.0	0.0	34915.04	34915.035	32906.29	0.0	0.0	0.0	34915.04	
sp|Q8WU90|ZC3HF_HUMAN	Q8WU90	ZC3HF_HUMAN	ZC3H15	426	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 15	1.0	0.9989	3	4	4	4	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	1	3	0.0	0.0	0.0	0.0	25723.572	32956.504	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WVV4|POF1B_HUMAN	Q8WVV4	POF1B_HUMAN	POF1B	589	Homo sapiens	1:Experimental evidence at protein level	Protein POF1B	0.8053	0.9874	1	3	3	3	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0.0	29326.34	18745.854	0.0	0.0	12896.207	0.0	29326.34	18745.854	0.0	0.0	12896.207	
sp|Q8WY36|BBX_HUMAN	Q8WY36	BBX_HUMAN	BBX	941	Homo sapiens	1:Experimental evidence at protein level	HMG box transcription factor BBX	1.0	0.9839	2	5	5	5	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	27320.322	29308.963	31452.707	28268.55	29048.07	0.0	27320.322	0.0	31452.707	28268.55	29048.07	0.0	
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens	1:Experimental evidence at protein level	Histone H1.10	1.0	0.999	3	25	25	25	4	2	4	2	6	7	4	2	4	2	6	7	4	2	4	2	6	7	211437.4	131550.44	159919.47	175176.25	263909.44	313902.94	119471.34	72616.555	90561.0	99127.08	149073.38	145028.7	
sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit sigma-1	1.0	0.9985	3	22	22	22	5	3	3	4	4	3	5	3	3	4	4	3	5	3	3	4	4	3	102495.52	93411.734	80217.35	112268.04	81351.586	73049.875	83168.914	76761.86	80217.35	90730.91	81351.586	61597.93	
sp|Q92620|PRP16_HUMAN	Q92620	PRP16_HUMAN	DHX38	1227	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	0.9422	0.9968	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16974.926	17244.285	17970.145	13349.493	11326.769	14482.566	16974.926	17244.285	17970.145	13349.493	11326.769	14482.566	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	0.7428	0.982	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	28547.777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX17	1.0	0.999	5	19	19	33	3	4	4	2	3	3	3	4	4	2	3	3	6	8	5	4	4	6	67798.69	40916.535	36337.145	37802.543	60562.785	66137.17	43113.773	40916.535	36337.145	37802.543	39033.535	39557.016	
sp|Q92922|SMRC1_HUMAN	Q92922	SMRC1_HUMAN	SMARCC1	1105	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF complex subunit SMARCC1	1.0	0.999	2	20	19	20	4	3	3	4	5	1	4	2	3	4	5	1	4	3	3	4	5	1	226652.47	169170.94	125316.68	138571.31	155979.4	130137.586	189000.39	102141.63	115328.1	107296.625	150070.39	130137.586	
sp|Q92974|ARHG2_HUMAN	Q92974	ARHG2_HUMAN	ARHGEF2	986	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 2	0.695	0.9773	1	5	5	5	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0.0	17136.404	22021.318	25875.895	0.0	14614.371	0.0	17136.404	22021.318	25875.895	0.0	14614.371	
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein eL42-like	1.0	0.9946	3	11	7	11	2	2	2	1	3	1	1	1	1	1	3	0	2	2	2	1	3	1	29187.387	40566.305	36559.434	16885.775	19209.629	18217.08	14748.4375	20809.086	19147.857	19016.68	21633.793	17279.9	
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens	1:Experimental evidence at protein level	PAT complex subunit CCDC47	0.9998	0.999	2	15	15	15	1	0	4	3	4	3	1	0	4	3	4	3	1	0	4	3	4	3	31114.172	0.0	31482.992	28208.861	27353.05	46502.258	31114.172	0.0	31482.992	28208.861	27353.05	44934.082	
sp|Q96A72|MGN2_HUMAN	Q96A72	MGN2_HUMAN	MAGOHB	148	Homo sapiens	1:Experimental evidence at protein level	Protein mago nashi homolog 2	0.6408	0.9711	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	10904.539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.9989	5	30	30	30	4	3	6	6	5	6	4	3	6	6	5	6	4	3	6	6	5	6	107385.37	96654.44	104346.06	141321.38	133642.86	147697.19	72380.336	87476.11	70219.03	88657.984	84961.89	80022.39	
sp|Q96C57|CSTOS_HUMAN	Q96C57	CSTOS_HUMAN	CUSTOS	262	Homo sapiens	1:Experimental evidence at protein level	Protein CUSTOS	0.9998	0.9955	2	10	10	10	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	27318.73	31967.547	37615.42	28423.598	24239.29	30915.002	25073.35	31967.547	37615.42	28423.598	24239.29	30915.002	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.9981	3	10	10	10	1	0	0	3	3	3	1	0	0	3	3	3	1	0	0	3	3	3	39305.363	0.0	0.0	87599.23	83116.195	82967.1	36473.074	0.0	0.0	79952.28	58043.098	45929.582	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	0.9897	0.9635	1	7	7	7	2	1	2	0	1	1	2	1	2	0	1	1	2	1	2	0	1	1	48571.152	55561.473	61176.855	0.0	33736.76	27587.533	48571.152	55561.473	61176.855	0.0	33736.76	27587.533	
sp|Q96DA0|PAUF_HUMAN	Q96DA0	PAUF_HUMAN	ZG16B	172	Homo sapiens	1:Experimental evidence at protein level	Pancreatic adenocarcinoma up-regulated factor	1.0	0.999	2	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	83045.445	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 3, mitochondrial	0.941	0.9967	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	14655.285	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96F07|CYFP2_HUMAN	Q96F07	CYFP2_HUMAN	CYFIP2	1278	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic FMR1-interacting protein 2	0.9943	0.9984	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8139.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96FV9|THOC1_HUMAN	Q96FV9	THOC1_HUMAN	THOC1	657	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 1	1.0	0.999	9	69	69	69	16	10	16	6	7	14	16	10	16	6	7	14	16	10	16	6	7	14	386671.1	301718.25	255165.9	220843.61	249212.28	314180.88	78512.695	78961.14	76020.266	75985.195	68912.56	61084.617	
sp|Q96GA3|LTV1_HUMAN	Q96GA3	LTV1_HUMAN	LTV1	475	Homo sapiens	1:Experimental evidence at protein level	Protein LTV1 homolog	1.0	0.9989	2	11	11	11	1	3	2	2	1	2	1	3	2	2	1	2	1	3	2	2	1	2	33466.04	37770.055	36432.26	74832.16	37320.844	30820.877	33466.04	37770.055	36432.26	47019.113	37320.844	30820.877	
sp|Q96GM5|SMRD1_HUMAN	Q96GM5	SMRD1_HUMAN	SMARCD1	515	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	0.995	0.98	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	27458.682	0.0	12773.183	0.0	0.0	0.0	27458.682	0.0	12773.183	0.0	0.0	0.0	
